name,type,start_time,duration,"data"
"Async Serial [1]","data",0.670114625,0.000247375,0x54
"Async Serial [1]","data",0.670368,0.000247375,0x51
"Async Serial [1]","data",0.670621375,0.000247375,0x46
"Async Serial [1]","data",0.670874625,0.000247375,0x0F
"Async Serial [1]","data",0.671128,0.000247375,0x02
"Async Serial [1]","data",0.67138125,0.000247375,0x52
"Async Serial [1]","data",0.671634625,0.000247375,0x73
"Async Serial [1]","data",0.671887875,0.000247375,0xC8
"Async Serial [1]","data",0.67214125,0.000247375,0x01
"Async Serial [1]","data",0.672394625,0.000247375,0x00
"Async Serial [1]","data",0.672647875,0.000247375,0x00
"Async Serial [1]","data",0.67290125,0.000247375,0x3C
"Async Serial [1]","data",0.6731545,0.000247375,0x6E
"Async Serial [1]","data",0.67440275,0.000247375,0x54
"Async Serial [1]","data",0.67465625,0.000247375,0x52
"Async Serial [1]","data",0.67490975,0.000247375,0x42
"Async Serial [1]","data",0.675163375,0.000247375,0x02
"Async Serial [1]","data",0.675416875,0.000247375,0x0F
"Async Serial [1]","data",0.6756705,0.000247375,0x52
"Async Serial [1]","data",0.675924,0.000247375,0x73
"Async Serial [1]","data",0.676177625,0.000247375,0x49
"Async Serial [1]","data",0.676431125,0.000247375,0x4F
"Async Serial [1]","data",0.69849025,0.000247375,0x54
"Async Serial [1]","data",0.69874375,0.000247375,0x51
"Async Serial [1]","data",0.69899725,0.000247375,0x46
"Async Serial [1]","data",0.699250875,0.000247375,0x02
"Async Serial [1]","data",0.699504375,0.000247375,0x0F
"Async Serial [1]","data",0.699758,0.000247375,0x52
"Async Serial [1]","data",0.7000115,0.000247375,0x2B
"Async Serial [1]","data",0.700265125,0.000247375,0x0A
"Async Serial [1]","data",0.700518625,0.000247375,0x02
"Async Serial [1]","data",0.700772125,0.000247375,0x00
"Async Serial [1]","data",0.70102575,0.000247375,0x01
"Async Serial [1]","data",0.70127925,0.000247375,0x80
"Async Serial [1]","data",0.701532875,0.000247375,0xA2
"Async Serial [1]","data",0.7027425,0.000247375,0x54
"Async Serial [1]","data",0.702995875,0.000247375,0x52
"Async Serial [1]","data",0.70324925,0.000247375,0x43
"Async Serial [1]","data",0.7035025,0.000247375,0x0F
"Async Serial [1]","data",0.703755875,0.000247375,0x02
"Async Serial [1]","data",0.704009125,0.000247375,0x52
"Async Serial [1]","data",0.7042625,0.000247375,0x2B
"Async Serial [1]","data",0.70451575,0.000247375,0x0A
"Async Serial [1]","data",0.704769125,0.000247375,0xED
"Async Serial [1]","data",0.7050225,0.000247375,0xED
"Async Serial [1]","data",1.651391625,0.000247375,0x54
"Async Serial [1]","data",1.651645125,0.000247375,0x51
"Async Serial [1]","data",1.65189875,0.000247375,0x46
"Async Serial [1]","data",1.65215225,0.000247375,0x02
"Async Serial [1]","data",1.652405875,0.000247375,0x0F
"Async Serial [1]","data",1.652659375,0.000247375,0x52
"Async Serial [1]","data",1.652913,0.000247375,0x2C
"Async Serial [1]","data",1.6531665,0.000247375,0x0A
"Async Serial [1]","data",1.65342,0.000247375,0x02
"Async Serial [1]","data",1.653673625,0.000247375,0x00
"Async Serial [1]","data",1.653927125,0.000247375,0x01
"Async Serial [1]","data",1.65418075,0.000247375,0xE7
"Async Serial [1]","data",1.65443425,0.000247375,0x76
"Async Serial [1]","data",1.655639,0.000247375,0x54
"Async Serial [1]","data",1.65589225,0.000247375,0x52
"Async Serial [1]","data",1.656145625,0.000247375,0x43
"Async Serial [1]","data",1.65639925,0.000247375,0x0F
"Async Serial [1]","data",1.65665225,0.000247375,0x02
"Async Serial [1]","data",1.656905625,0.000247375,0x52
"Async Serial [1]","data",1.657158875,0.000247375,0x2C
"Async Serial [1]","data",1.65741225,0.000247375,0x0A
"Async Serial [1]","data",1.6576655,0.000247375,0x74
"Async Serial [1]","data",1.657918875,0.000247375,0x7A
"Async Serial [1]","data",1.677279375,0.000247375,0x54
"Async Serial [1]","data",1.677532875,0.000247375,0x51
"Async Serial [1]","data",1.6777865,0.000247375,0x46
"Async Serial [1]","data",1.67804,0.000247375,0x02
"Async Serial [1]","data",1.6782935,0.000247375,0x0F
"Async Serial [1]","data",1.678547125,0.000247375,0x52
"Async Serial [1]","data",1.678800625,0.000247375,0x2D
"Async Serial [1]","data",1.67905425,0.000247375,0x0A
"Async Serial [1]","data",1.67930775,0.000247375,0x02
"Async Serial [1]","data",1.679561375,0.000247375,0x00
"Async Serial [1]","data",1.679814875,0.000247375,0x01
"Async Serial [1]","data",1.680068375,0.000247375,0x4D
"Async Serial [1]","data",1.680322,0.000247375,0x27
"Async Serial [1]","data",1.6815285,0.000247375,0x54
"Async Serial [1]","data",1.68178175,0.000247375,0x52
"Async Serial [1]","data",1.682035125,0.000247375,0x43
"Async Serial [1]","data",1.6822885,0.000247375,0x0F
"Async Serial [1]","data",1.68254175,0.000247375,0x02
"Async Serial [1]","data",1.682795125,0.000247375,0x52
"Async Serial [1]","data",1.683048375,0.000247375,0x2D
"Async Serial [1]","data",1.68330175,0.000247375,0x0A
"Async Serial [1]","data",1.683555375,0.000247375,0x47
"Async Serial [1]","data",1.683808375,0.000247375,0x4B
"Async Serial [1]","data",1.68736275,0.000247375,0xFF
